301 Q0 FBIS4-41991 1 -5.57669 indri
301 Q0 FBIS4-38364 2 -5.67471 indri
301 Q0 FBIS4-55395 3 -5.71415 indri
301 Q0 FBIS4-7811 4 -5.74029 indri
301 Q0 FBIS3-23986 5 -5.76457 indri
301 Q0 FBIS3-24143 6 -5.82495 indri
301 Q0 FBIS3-37418 7 -5.83097 indri
301 Q0 FBIS4-22471 8 -5.88809 indri
301 Q0 FBIS4-16951 9 -5.91066 indri
301 Q0 FBIS4-46734 10 -5.91341 indri
301 Q0 FBIS3-19646 11 -5.96507 indri
301 Q0 FBIS3-21961 12 -5.9654 indri
301 Q0 FBIS4-46846 13 -5.97475 indri
301 Q0 FBIS4-68801 14 -5.9843 indri
301 Q0 FBIS3-18129 15 -6.00162 indri
301 Q0 FBIS3-24277 16 -6.02382 indri
301 Q0 FBIS4-46780 17 -6.02386 indri
301 Q0 FBIS3-58058 18 -6.02764 indri
301 Q0 FBIS3-58028 19 -6.02764 indri
301 Q0 FBIS4-19535 20 -6.04447 indri
301 Q0 FBIS4-7688 21 -6.05115 indri
301 Q0 FBIS3-41247 22 -6.05288 indri
301 Q0 FBIS3-26415 23 -6.05288 indri
301 Q0 FBIS3-19199 24 -6.06951 indri
301 Q0 FBIS4-40260 25 -6.07239 indri
301 Q0 FBIS4-45477 26 -6.09405 indri
301 Q0 FBIS4-43801 27 -6.09461 indri
301 Q0 FBIS4-43965 28 -6.09543 indri
301 Q0 FBIS4-10817 29 -6.1086 indri
301 Q0 FBIS4-41541 30 -6.11141 indri
301 Q0 LA121990-0141 31 -6.12694 indri
301 Q0 LA041789-0010 32 -6.13192 indri
301 Q0 FBIS3-24145 33 -6.13226 indri
301 Q0 LA102290-0116 34 -6.134 indri
301 Q0 FBIS4-22596 35 -6.14601 indri
301 Q0 FBIS4-40936 36 -6.14773 indri
301 Q0 LA080489-0020 37 -6.15859 indri
301 Q0 FBIS4-18122 38 -6.16781 indri
301 Q0 FBIS3-22085 39 -6.17512 indri
301 Q0 FBIS3-9399 40 -6.17512 indri
301 Q0 FBIS4-16126 41 -6.19776 indri
301 Q0 FBIS3-21770 42 -6.19918 indri
301 Q0 LA100790-0068 43 -6.2185 indri
301 Q0 FBIS4-54904 44 -6.22642 indri
301 Q0 LA032790-0103 45 -6.22947 indri
301 Q0 FBIS3-17175 46 -6.23402 indri
301 Q0 FBIS4-9451 47 -6.24482 indri
301 Q0 FBIS4-41396 48 -6.26643 indri
301 Q0 FBIS3-19420 49 -6.27008 indri
301 Q0 FBIS4-41394 50 -6.27209 indri
301 Q0 FBIS4-41839 51 -6.277 indri
301 Q0 FBIS4-26815 52 -6.30673 indri
301 Q0 FBIS4-62078 53 -6.30713 indri
301 Q0 FBIS4-45469 54 -6.31561 indri
301 Q0 FBIS4-31645 55 -6.31561 indri
301 Q0 FBIS4-41215 56 -6.31953 indri
301 Q0 LA122090-0183 57 -6.32072 indri
301 Q0 LA021289-0192 58 -6.32198 indri
301 Q0 LA062189-0052 59 -6.35626 indri
301 Q0 FBIS4-40181 60 -6.36148 indri
301 Q0 FBIS4-21105 61 -6.37187 indri
301 Q0 FBIS4-34879 62 -6.37233 indri
301 Q0 FBIS3-30645 63 -6.37352 indri
301 Q0 FBIS3-55219 64 -6.37563 indri
301 Q0 FBIS3-12298 65 -6.37669 indri
301 Q0 FBIS3-50043 66 -6.37984 indri
301 Q0 FBIS4-38482 67 -6.38292 indri
301 Q0 FBIS4-19049 68 -6.38303 indri
301 Q0 FBIS4-43791 69 -6.3849 indri
301 Q0 FBIS3-38787 70 -6.39514 indri
301 Q0 FBIS3-21779 71 -6.39707 indri
301 Q0 FBIS3-18507 72 -6.39773 indri
301 Q0 FBIS3-21765 73 -6.3992 indri
301 Q0 LA040489-0112 74 -6.40101 indri
301 Q0 FBIS3-60984 75 -6.40893 indri
301 Q0 LA090789-0211 76 -6.41045 indri
301 Q0 LA101390-0083 77 -6.41264 indri
301 Q0 FBIS4-43797 78 -6.41882 indri
301 Q0 FBIS3-49567 79 -6.43866 indri
301 Q0 LA120689-0037 80 -6.4389 indri
301 Q0 FBIS3-24247 81 -6.43902 indri
301 Q0 FBIS3-60093 82 -6.4392 indri
301 Q0 FBIS3-22049 83 -6.44069 indri
301 Q0 FBIS3-58025 84 -6.44402 indri
301 Q0 FBIS3-58055 85 -6.44402 indri
301 Q0 FBIS4-47008 86 -6.45343 indri
301 Q0 LA083189-0196 87 -6.46009 indri
301 Q0 FBIS3-41312 88 -6.46117 indri
301 Q0 LA041789-0046 89 -6.46306 indri
301 Q0 FBIS3-24325 90 -6.46409 indri
301 Q0 FBIS3-38070 91 -6.46755 indri
301 Q0 FBIS3-31267 92 -6.47146 indri
301 Q0 FBIS3-41387 93 -6.47166 indri
301 Q0 LA112489-0141 94 -6.47476 indri
301 Q0 FBIS3-30866 95 -6.47951 indri
301 Q0 FBIS4-46806 96 -6.48497 indri
301 Q0 FBIS4-41144 97 -6.48792 indri
301 Q0 FBIS4-41863 98 -6.49156 indri
301 Q0 FBIS3-55966 99 -6.49527 indri
301 Q0 FBIS3-24182 100 -6.49579 indri
301 Q0 FBIS4-19223 101 -6.49698 indri
301 Q0 FBIS4-67116 102 -6.49704 indri
301 Q0 FBIS3-57406 103 -6.49888 indri
301 Q0 FBIS3-15275 104 -6.49966 indri
301 Q0 FBIS3-9005 105 -6.502 indri
301 Q0 FBIS4-41223 106 -6.50393 indri
301 Q0 FBIS4-47200 107 -6.50605 indri
301 Q0 FBIS4-10965 108 -6.50707 indri
301 Q0 FBIS4-37795 109 -6.50932 indri
301 Q0 FBIS4-45333 110 -6.51044 indri
301 Q0 FBIS4-41832 111 -6.51172 indri
301 Q0 LA121390-0120 112 -6.5139 indri
301 Q0 FBIS4-46851 113 -6.51557 indri
301 Q0 FBIS3-18312 114 -6.51588 indri
301 Q0 LA012889-0019 115 -6.51668 indri
301 Q0 FBIS3-13094 116 -6.52769 indri
301 Q0 FBIS4-64950 117 -6.5292 indri
301 Q0 FBIS4-68087 118 -6.53107 indri
301 Q0 FBIS3-47803 119 -6.53439 indri
301 Q0 FBIS4-67126 120 -6.53875 indri
301 Q0 FBIS3-41108 121 -6.54152 indri
301 Q0 FBIS3-27916 122 -6.54152 indri
301 Q0 FBIS3-11150 123 -6.5422 indri
301 Q0 FBIS3-50131 124 -6.54302 indri
301 Q0 FBIS4-40358 125 -6.54423 indri
301 Q0 FBIS4-40300 126 -6.54451 indri
301 Q0 FBIS4-46733 127 -6.54559 indri
301 Q0 FBIS4-68746 128 -6.548 indri
301 Q0 FBIS4-18469 129 -6.55069 indri
301 Q0 FBIS3-21769 130 -6.55424 indri
301 Q0 FBIS3-37492 131 -6.55864 indri
301 Q0 FBIS4-39330 132 -6.56013 indri
301 Q0 FBIS3-38562 133 -6.56555 indri
301 Q0 FBIS3-3304 134 -6.56732 indri
301 Q0 FBIS4-21321 135 -6.56812 indri
301 Q0 FBIS4-8957 136 -6.56847 indri
301 Q0 FBIS3-11149 137 -6.56971 indri
301 Q0 LA012190-0054 138 -6.57097 indri
301 Q0 FBIS4-49499 139 -6.57487 indri
301 Q0 FBIS3-15586 140 -6.57663 indri
301 Q0 FBIS3-30652 141 -6.57848 indri
301 Q0 FBIS3-57274 142 -6.5804 indri
301 Q0 FBIS4-68374 143 -6.58513 indri
301 Q0 FBIS4-67028 144 -6.5852 indri
301 Q0 LA062289-0149 145 -6.58544 indri
301 Q0 FBIS4-44181 146 -6.58647 indri
301 Q0 FBIS3-13169 147 -6.58717 indri
301 Q0 FBIS4-41684 148 -6.58824 indri
301 Q0 FBIS4-14483 149 -6.59123 indri
301 Q0 FBIS4-65446 150 -6.5919 indri
301 Q0 LA020589-0053 151 -6.59294 indri
301 Q0 FBIS3-15636 152 -6.59429 indri
301 Q0 FBIS3-41288 153 -6.59534 indri
301 Q0 LA122789-0026 154 -6.59916 indri
301 Q0 LA020989-0127 155 -6.60079 indri
301 Q0 LA111989-0022 156 -6.60235 indri
301 Q0 FBIS3-61161 157 -6.60583 indri
301 Q0 FBIS3-61106 158 -6.60583 indri
301 Q0 FBIS3-15991 159 -6.60726 indri
301 Q0 FBIS4-38410 160 -6.61136 indri
301 Q0 FBIS4-46817 161 -6.6148 indri
301 Q0 LA011189-0096 162 -6.61553 indri
301 Q0 FBIS3-22103 163 -6.61965 indri
301 Q0 FBIS4-64343 164 -6.61972 indri
301 Q0 LA052790-0211 165 -6.61993 indri
301 Q0 FBIS3-24329 166 -6.61999 indri
301 Q0 FBIS4-68508 167 -6.62329 indri
301 Q0 FBIS3-32965 168 -6.62372 indri
301 Q0 FBIS3-30843 169 -6.62393 indri
301 Q0 FBIS3-41339 170 -6.62397 indri
301 Q0 LA042989-0003 171 -6.62981 indri
301 Q0 FBIS3-19181 172 -6.63091 indri
301 Q0 FBIS4-14406 173 -6.6354 indri
301 Q0 FBIS3-48645 174 -6.63642 indri
301 Q0 FBIS3-52075 175 -6.64036 indri
301 Q0 FBIS4-42184 176 -6.64117 indri
301 Q0 FBIS4-26002 177 -6.64178 indri
301 Q0 FBIS4-40877 178 -6.64368 indri
301 Q0 FBIS4-22259 179 -6.64418 indri
301 Q0 FBIS4-42317 180 -6.64461 indri
301 Q0 FBIS4-40930 181 -6.64569 indri
301 Q0 FBIS3-21784 182 -6.64604 indri
